Género,Título,Adivinanza 2,Artista,Spotify
Tropical,Un Tipo Común,Un hombre ordinario que se distingue por su sencillez y autenticidad.,Tito Nieves,https://open.spotify.com/track/0ChYNjEK9JwQyz2TZfVikv
Banda,un x100to,"Una multiplicación de algo que se siente mucho, en un juego de número y corazón.","Grupo Frontera, Bad Bunny",https://open.spotify.com/track/2yzshFeBIwH8tWIqHEFLeD
Urbana,Una Aventura,"Un relato emocionante, donde dos corazones exploran lo desconocido juntos.",Ozuna,https://open.spotify.com/track/6P5OklKnFLlyc5sZiQwCrA
Vallenato,Una Hoja en Blanco,"Un papel sin marca, listo para llenarse de nuevas historias.","Omar Geles, ESMERALDA OROZCO",https://open.spotify.com/track/3G5OfJVzos5wI0L09oyTOW
Urbana,Una Lady Como Tú,"Una dama con un toque especial, que destaca entre las demás.",Manuel Turizo,https://open.spotify.com/track/5jf0PmPCHefQ78uAzqIqbj
Urbana,Una Locura,Un desvarío que provoca sentimientos intensos y nos lleva a un estado de frenesí.,"Ozuna, J Balvin, Chencho Corleone",https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
Banda,Una Mujer Como la Suya,"Un ser del sexo femenino, especial y singular, que despierta admiración.",Christian Nodal,https://open.spotify.com/track/1hGC0iYUrO6gvkRUogGCwH
Tropical,Una Noche Mas,Un período corto adicional para disfrutar de momentos especiales.,Salsa Baul Precisas,https://open.spotify.com/track/2kl54sQ9qLjJEkwncfeLPm
Tropical,Una Noche Más,Un periodo adicional en el que los recuerdos todavía pueden danzar.,Gunda Merced y Su Salsa Fever,https://open.spotify.com/track/0K8a3ELlhfDXRiSn9nGXHx
Banda,Una vida juntos,Un periodo de existencia compartida para siempre.,"Maluma, Grupo Frontera, El Bogueto",https://open.spotify.com/track/5t4jQPNGUqciQDDxXEnQKr
Urbana,Una Vida Para Recordar,Un tiempo limitado para hacer memorias que perduren.,"Piso 21, Myke Towers",https://open.spotify.com/track/6n8CqMxK4RqmUrX6gsJseD
Urbana,Una Vida Pasada,"Un existir que ya se fue, pero que siempre queda en el recuerdo.","Camilo, Carín León",https://open.spotify.com/track/7y91nQBMhyeHWTn9wVvhKl
Plancha,Una Vieja Canción de Amor,Melodía nostálgica que evoca pasiones pasadas y sentimientos que el tiempo no borra.,Raul Abramzon,https://open.spotify.com/track/7rvPbEvzYqJABB8kinljqP
Pop Anglo,undefined,Una cifra que representa el valor de la vida y un estado mental en calma.,undefined,
Tropical,Uno Mismo,El singular que se siente completo al mirarse en el espejo.,Tony Vega,https://open.spotify.com/track/15UiSHRnDSrw5uAUtKOYSO
Urbana,UNO QUITAO Y OTRO PUESTO,"Un número singular, removido y otro en su lugar, ¡así fluye el ritmo!",Daddy Yankee,https://open.spotify.com/track/51GN2McXgVYpNJPlePLP1g
Tropical,Uno Se Cura,"A veces en el camino, una compañía numerada sana heridas.",Raulin Rosendo,https://open.spotify.com/track/2jIeTDKCMcpyEzR3KCnIfW
Pop Anglo,Unsquare Dance,"Un baile que desafía la norma, donde los ángulos se rompen.",Dave Brubeck,https://open.spotify.com/track/2jfiDZCg4UjLJEFktdcAV4
Pop Anglo,Unwritten,Un texto en blanco que espera ser llenado por tus pensamientos y sueños.,Natasha Bedingfield,https://open.spotify.com/track/3U5JVgI2x4rDyHGObzJfNf
Tropical,Usted,Una forma de referirse a una persona en un tono muy formal y respetuoso.,Tito Rojas,https://open.spotify.com/track/217OiircokozWB5frngZOs
Urbana,UWAIE,"Un grito al aire que invita a celebrar, soltar tensiones y dejar ir.",Kapo,https://open.spotify.com/track/0fMjldiEpgjbWQ4bBQwVzH
Urbana,"Vacaciones (feat. Don Omar, Zion & Lennox & Tito El Bambino) - Remix","Un periodo para relajarse, lejos del trabajo y las preocupaciones.","Wisin, Don Omar, Zion & Lennox, Tito ""El Bambino""",https://open.spotify.com/track/4EUWRoZnVaq9hHt0gie8HM
Urbana,Vagabundo,"Un nómada que busca su lugar en el mundo, sin raíces fijas.","Sebastian Yatra, Manuel Turizo, Beéle",https://open.spotify.com/track/1MB8kTH7VKvAMfL9SHgJmG
Tropical,Vamos A Darnos Tiempo,"Un momento para pensar en lo que sentimos, sin presiones ni prisas.",Conjunto Chaney,https://open.spotify.com/track/02joge9HKX6OfUsEfxGmVO
Vallenato,Vas A Amarme,Un futuro incierto donde la pasión anticipa su llegada.,Los Diablitos,https://open.spotify.com/track/0C361A5r9FuW1R31TEgKdV
Urbana,VeLDÁ,"Lo que se siente al tener un compromiso serio, sin ataduras, en la vida.","Bad Bunny, Omar Courtz, Dei V",https://open.spotify.com/track/7d6yK8v8J484SWH5prIQiE
Vallenato,Ven A Mí,"Un llamado para que te acerques a mí, no te quedes lejos.",Los inquietos del vallenato,https://open.spotify.com/track/3FbY8IsVYAnchlr4wQfH2e
Urbana,Ven Bailalo,Invita a moverte al ritmo y disfruta de la noche en la pista de baile.,"Angel Y Khriz, Mr. G",https://open.spotify.com/track/2KtNeULMaw8sFkr8w13WWB
Urbana,Ven Conmigo,"Acércate y acompáñame, que en esta noche quiero compartir.","Daddy Yankee, Prince Royce",https://open.spotify.com/track/2QSuNcQxqFfokvbS7SInHG
Tropical,Ven Devórame Otra Vez,Anhelo que regreses y me consumas una vez más.,Lalo Rodriguez,https://open.spotify.com/track/5mg6sU732O35VMfCYk3lmX
Vallenato,Ven Y Dime,"Acércate y revela lo que guardas en tu corazón, sin más dilación.",Los inquietos del vallenato,https://open.spotify.com/track/3xIFpzSM6Em1AxkIQh8OaI
Tropical,Vendedora de Amor,Quien intercambia una mercancía especial por el deseo de otros.,Moncho Santana,https://open.spotify.com/track/3uzuhX2qGvWN1XbqXWsx1v
Urbana,Verano 23,Estación cálida del año y un número que representa el presente.,Juan Duque,https://open.spotify.com/track/33D8RI7wFKjzh8zvbSE1mN
Tropical,Verdades,"La esencia de lo que es real, sin máscaras ni engaños.",Hansel Camacho,https://open.spotify.com/track/2rV6kXdyRSpKPJDn7YTBfb
Urbana,Verde,"El color de la esperanza, lleno de vida y frescura, que se lleva en el alma.","J Balvin, Sky Rompiendo",https://open.spotify.com/track/3HTbI3yUJQw3fP0Po8qLcD
Pop Anglo,Versace on the Floor,Un elegante diseño textil sobre una superficie mientras la música suena suavemente.,Bruno Mars,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP
Banda,Vete,Despedirse de alguien que ya no quiere estar a tu lado.,Yeison Jimenez,https://open.spotify.com/track/6cZcn282SIMmuO8FHN8634
Urbana,Vete,"Desaparece de mi vida, sin quedarte a dar explicaciones.",Bad Bunny,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c
Vallenato,Vete De Mí,"Desaparece de mi vida, por favor, antes de que el dolor se haga eterno.",Los Gigantes Del Vallenato,https://open.spotify.com/track/5FJzUqMbP86Gu41OJgZUkC
Tropical,Vicio,Un hábito del que es difícil liberarse y que te atrapa sin compasión.,"Pedro Conga, Maelo Ruiz",https://open.spotify.com/track/3JEir287l2onZtUT6z66je
Urbana,Vida de Rico,"Existencia de abundancia y bienestar, donde lo simple se convierte en lo valioso.",Camilo,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
Tropical,Viene Y Se Va,Aparece y desaparece como un suspiro en el aire.,Mauro Castillo,https://open.spotify.com/track/3StjgHSqvAcswY3fb2IDWA
Vallenato,Vientos De Navidad,Corrientes de aire que traen consigo el espíritu festivo en diciembre.,Los Diablitos,https://open.spotify.com/track/6ZU2K5uNgFD6rLXxTZjJ5L
Tropical,Vino Añejo,Un néctar fermentado que mejora con el paso del tiempo.,Rubén Blades,https://open.spotify.com/track/3fAkRiXq1lopFUpDM8wlQh
Tropical,Virgen,"Un estado de pureza que se mantiene intacto, sin haber sido tocado.",Adolescent's Orquesta,https://open.spotify.com/track/4ae223xfO5QUzbDWqLJMag
Urbana,Virtual Diva,Una reina del mundo digital que brilla en el escenario virtual.,Don Omar,https://open.spotify.com/track/6doLqlEfsI2zjsYQCNn5z8
Pop Anglo,Viva La Vida,"Celebra la existencia, solo que en la lengua de los ganadores.",Coldplay,https://open.spotify.com/track/1mea3bSkSGXuIRvnydlB5b
Vallenato,Vive en Mi,Una existencia en mi corazón que nunca se apaga.,Los Gigantes Del Vallenato,https://open.spotify.com/track/2aZqvfsa1sXyGegEQoyBnD
Vallenato,Vives En Mi,"Un término que se usa para expresar presencia continua, seguido de un pronombre que indica pertenencia.",Los Gigantes Del Vallenato,https://open.spotify.com/track/4jOsVBZsUDaAvguaywRL9J
Vallenato,Vivimos Lo Nuestro,"Un tiempo compartido entre dos, lleno de emociones y promesas.",Los inquietos del vallenato,https://open.spotify.com/track/0WKTMYmfsIAI4qTMUQzXR5
Plancha,Vivir Así Es Morir de Amor,Existir de esta forma es sucumbir por el sentimiento más profundo.,Camilo Sesto,https://open.spotify.com/track/3yzHIAzk3zVE1WgspS8W21
Tropical,Vivir Lo Nuestro,"Compartir nuestras vidas, mezclando lo bueno y lo malo, es esencial para nosotros.","LA INDIA, Marc Anthony",https://open.spotify.com/track/4UXdWLgdsdmkeOFABIGwZY
Tropical,Vivir Sin Ella,"Existir sin su presencia, aunque el alma anhele su compañía.",Gilberto Santa Rosa,https://open.spotify.com/track/1B0ojiCJyXn5WQEBctXQ70
Plancha,Vivir Sin Ti,"La existencia sin tu presencia, un desafío constante en el corazón.",Camilo Sesto,https://open.spotify.com/track/0MexPBIVYBTeTgrQGPIIsB
Tropical,Vivo Amándote,"Estando lleno de cariño, no puedo dejar de sentirlo por ti.",Lalo Rodriguez,https://open.spotify.com/track/2NXU2zd817lHLZjjpd4RC2
Vallenato,Vivo por Ti,"Existo gracias a tu presencia, mi razón de ser.",Los Gigantes Del Vallenato,https://open.spotify.com/track/4YtHcEWXyGYpqhNfBEf9c6
Vallenato,Volver,"Regresar a un tiempo que fue, reviviendo memorias en el camino.",Los inquietos del vallenato,https://open.spotify.com/track/76k5BZctXgW2IyrYjKGNP6
Pop Latino,Volverte A Ver,Deseo de reencontrar a alguien que ha sido muy especial en el pasado.,Juanes,https://open.spotify.com/track/2ZqFfDwNjKvPu3USx3onhO
Vallenato,Voy a Amarte,Un compromiso de afecto que se dirige hacia ti.,Los Gigantes Del Vallenato,https://open.spotify.com/track/0bkLfsZSNwXX5kc2zMdXjc
Tropical,Voy A Arrancarte De Mi,"Desisto de tenerte en mi vida, dejaré que te vayas.",Juan Carlos Coronel,https://open.spotify.com/track/1hZzXYOFrkundQadclYmQC
Urbana,Voy a Beber,Decido actuar dejando atrás la sobriedad por un rato y disfrutando de una bebida.,Nicky Jam,https://open.spotify.com/track/7L6OH2Vvayl3qMnmZxhsNh
Vallenato,Voy A Cambiar Por Tí,Decido modificar mi ser por tu amor.,"Otto Serge, Rafael Ricardo",https://open.spotify.com/track/6TLEHsLODXagw3N6cYsaop
Tropical,Voy A Conquistar Tu Amor,Un propósito decidido para ganar el afecto de alguien especial.,Johnny Rivera,https://open.spotify.com/track/1RbjmUfYA4rH0OXpS1JvYx
Plancha,Voy a Llenarte Toda,"Una promesa de colmarte por completo, sin dejar nada fuera de tu ser.",José José,https://open.spotify.com/track/6RjJbVwSkEdr6UnzVUDtn4
Urbana,VOY A LLeVARTE PA PR,"Un destino caribeño, en el que te prometo llevarte junto a mí.",Bad Bunny,https://open.spotify.com/track/59D4DOkspUbWyMmbAPQkxZ
Vallenato,Voy a Olvidarte,Un deseo de dejar atrás recuerdos que pesan en el corazón.,Los Chiches Del Vallenato,https://open.spotify.com/track/3k6wke7iC3W6cfQfcu6SK6
Tropical,Voy A Prometerme,Un compromiso personal que establezco conmigo mismo para el futuro.,Víctor Manuelle,https://open.spotify.com/track/4i6PHN6YpJHepCIi9Z6EkT
Pop Latino,Vuelve,"Regresa el tiempo que compartimos, ese anhelo de verte otra vez.",Ricky Martin,https://open.spotify.com/track/3OK8WgNRmp4F3ahXe6XX6l
Tropical,Vuelve A Ser Mia Otra Vez (Be Mine Again),"Regresa a ser la dueña de mi corazón, una segunda oportunidad en el amor.",Maelo Ruiz,https://open.spotify.com/track/12iNALuSbtfWb4Q9zCBgTG
Banda,Vuelve o Vete,"Regresa o marcha, la decisión está en tus manos.",Carín León,https://open.spotify.com/track/3veYAXkDS2BIxK9RwamGhQ
Banda,Vuelve y Me Pasa,"Regresa a mi lado una vez más, como un ciclo sin fin.",Yeison Jimenez,https://open.spotify.com/track/2D6EXB657fhCYrBK35UTf2
Urbana,W&B,Una mezcla de colores que dan ganas de reir y bailar.,"Hector Nazza, Koora, Zaider",https://open.spotify.com/track/7MR39rAMsRts5sNkk0JtFD
Pop Anglo,Walking On A Dream,Paseando sobre una ilusión que parece un viaje o una aventura etérea.,Empire Of The Sun,https://open.spotify.com/track/5r5cp9IpziiIsR6b93vcnQ
Pop Anglo,Water,"El elemento esencial para la vida, que fluye y tiene muchos estados.",Tyla,https://open.spotify.com/track/5aIVCx5tnk0ntmdiinnYvw
Pop Anglo,Waterfalls,"Cascadas que fluyen, a menudo se desvían de su camino, cuidado con lo profundo.",TLC,https://open.spotify.com/track/6qspW4YKycviDFjHBOaqUY
Pop Anglo,We Are Young (feat. Janelle Monáe),Un momento de la vida en el que aún no hemos dejado de brillar.,"fun., Janelle Monáe",https://open.spotify.com/track/5rgy6ghBq1eRApCkeUdJXf
Urbana,WELTiTA,"Un lugar que va más allá de lo usual, donde se juega a vivir diferente.","Bad Bunny, Chuwi",https://open.spotify.com/track/5WEF0icHWmAZBBMglBd599
Pop Anglo,What Do You Mean?,"¿Una pregunta que busca claridad, pero tú no sabes responder?",Justin Bieber,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs
Pop Anglo,What's Up?,"Pregunta que refleja el estado de algo, pero no es un interrogante.",4 Non Blondes,https://open.spotify.com/track/0jWgAnTrNZmOGmqgvHhZEm
Pop Anglo,When I Was Your Man,"En el pasado, cuando aún eras parte de mi vida, un caballero a tu lado.",Bruno Mars,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh
Pop Anglo,When It's Cold I'd Like to Die,"En el momento en que baja la temperatura, deseo descansar para siempre.","Moby, Mimi Goese",https://open.spotify.com/track/6sOx5jDVKkQCQp3NfCTd52
Pop Anglo,Where Is The Love?,Un interrogante sobre la fuerza que une o divide a la humanidad.,Black Eyed Peas,https://open.spotify.com/track/0xmjwnQ3FNE6HuWCt2nHdZ
Urbana,WHERE SHE GOES,"El lugar al que se dirige, un misterio en movimiento.",Bad Bunny,https://open.spotify.com/track/7ro0hRteUMfnOioTFI5TG1
Pop Anglo,Wherever You Will Go,"El lugar al que tú irás, siempre que estés presente en mi andar.",The Calling,https://open.spotify.com/track/5QpaGzWp0hwB5faV8dkbAz
Pop Anglo,Why You Wanna Fight?,¿Cuál es tu razón para intentar un conflicto en lugar de la paz?,Bruno Mars,https://open.spotify.com/track/3Ac4AjYkqsvop2ydbSAhTX
Pop Anglo,Wildest Dreams,Visiones más audaces de un amor que pervive en la memoria con intensidad.,Taylor Swift,https://open.spotify.com/track/3fVnlF4pGqWI9flVENcT28
Pop Anglo,With Or Without You,"Alternar entre tener y no tener; en tu vida, siempre un dilema.",U2,https://open.spotify.com/track/6ADSaE87h8Y3lccZlBJdXH
Pop Anglo,Without You (feat. Usher),"La carencia de tu presencia, eso que acompaña el vacío en el alma.","David Guetta, USHER",https://open.spotify.com/track/3UN6cIn3VIyg0z1LCuFSum
Pop Anglo,Wonderwall - Remastered,"Un muro que asombra, una pared que guarda un secreto especial para ti.",Oasis,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
Urbana,X,Una letra que representa el lugar donde se guardan objetos perdidos.,"Nicky Jam, J Balvin",https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
Urbana,X (feat. Maluma & Ozuna) - Remix,"Una marca que señala lo desconocido en un intento de definirlo, seguido de un signo.","Nicky Jam, J Balvin, Maluma, Ozuna",https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
Urbana,X SI VOLVEMOS,"Regresar a un estado anterior, con un compañero.","KAROL G, Romeo Santos",https://open.spotify.com/track/4NoOME4Dhf4xgxbHDT7VGe
Urbana,X TI,Por qué no simplemente me dices lo que sientes por mí.,"Kapo, Feid",https://open.spotify.com/track/4TFjpINnVhINpTdrtNQIvx
Urbana,X ÚLTIMA VEZ,Un adiós final que marca el momento de no volver a intentarlo.,"Daddy Yankee, Bad Bunny",https://open.spotify.com/track/48AJSd42lXpicsGqcgopof
Vallenato,Y Es Tan Injusto,Una situación que parece carecer de equidad y no tiene sentido.,Cumbia Sonidera & Grupera,https://open.spotify.com/track/17SwV7F9tSzOdi86GtgNYD
Tropical,Y Hubo Alguien,Un ser especial que hizo que todo cambiara en tu vida.,Marc Anthony,https://open.spotify.com/track/4lmOvO7Nc0Ppdz2hk8jpHj
Tropical,Y No Puedo,Una frase que expresa la incapacidad de avanzar en el amor.,Frankie Ruiz,https://open.spotify.com/track/0ne8Osw9y8U7qJodGEoEGs
Vallenato,Y No Regresas,"Es aquello que no vuelve, acompañado de una negación.",Binomio de Oro de América,https://open.spotify.com/track/2jnRsLF9SldwnS129Utsqi
Tropical,Y Nos Amamos,El verbo que describe la acción y una conexión intensa entre dos corazones.,David Pabon,https://open.spotify.com/track/1GJ81TUe0L0V8KpFC2Xobo
Tropical,Y Qué,"Si me miras así, ¿importa lo que digan los demás?",Pedro Arroyo,https://open.spotify.com/track/3wMhZgWtdGJ5H5z2qX1XeV
Pop Latino,"Y Si Te Quedas, ¿Qué?",¿Qué sucede si decides no irte? ¿Cuál es la consecuencia de quedarte aquí?,Santiago Cruz,https://open.spotify.com/track/33sVMI3oIildS18RA5GCqg
Pop Latino,Y sólo se me ocurre amarte,Una simple propuesta que surge de mis sentimientos profundos hacia ti.,Alejandro Sanz,https://open.spotify.com/track/05Zcw1sWmSu3wfbaLTeosp
Plancha,Y Te Vas,"Un adiós que marca la partida, dejando un vacío en el corazón.",José Luis Perales,https://open.spotify.com/track/0AlxkpxyHszvNIuHxBHuDK
Tropical,Y Tú No Estás,"La ausencia de quien solía acompañarte, dejando un vacío en el corazón.",Juan Carlos Coronel,https://open.spotify.com/track/45l28NeUGdN9BmStB4Y6Bt
Pop Latino,Y Tú Te Vas,"Cuando te marchas, dejas un vacío que se siente en el alma.",Chayanne,https://open.spotify.com/track/34hM4PLlhyBysgL50IWdHf
Tropical,Y un Día Te Fuiste,Cuando el sol se oculta y solo queda el recuerdo de tu partida.,Grupo Galé,https://open.spotify.com/track/0Iw4htgOsBlG3KUvonGF6R
Plancha,Y Volveré - Remastered 1994,Regresaré donde el corazón me quiere llevar.,Los Angeles Negros,https://open.spotify.com/track/1skQgtTyuxpGsKgWUEhz7s
Vallenato,Y Yo Ni Se Diga,Una expresión para el que nunca se entera de lo que dicen los demás.,Los Diablitos,https://open.spotify.com/track/54bOkMUTTBSVnnLcZGPQNH
Pop Latino,"Y, ¿Si fuera ella?",Un cuestionamiento sobre una posible dama en cuya presencia sientes confusión.,Alejandro Sanz,https://open.spotify.com/track/1DmlUpnkg4N1VWquSoffF1
Tropical,Ya Es Ajena,"Pertenece a otro, ya no es de quien alguna vez fue.",Fulanito,https://open.spotify.com/track/6PizIUzbNA7MK7Z9aE5NV1
Plancha,Ya Lo Sé Que Tú Te Vas,"Conozco tu decisión de partir, aunque mi corazón ya se lo imaginaba.",Juan Gabriel,https://open.spotify.com/track/5KSwwf96ITyukZpWfazLzS
Tropical,Ya Lo Ves,"Tú lo has observado, pero aún no lo crees del todo.",Anthony Cruz,https://open.spotify.com/track/068tXXWCZVrbHc4Qv5QJ0R
Banda,Ya Me Cansé,"Un estado de frustración extremo, al límite de decir basta.",Alzate,https://open.spotify.com/track/4k2FA4wQYFqGWDNHVHW9M1
Banda,Ya No Mi Amor!,Un adiós a ese sentimiento que solía ser tuyo y mío.,Yeison Jimenez,https://open.spotify.com/track/3Sx0SpMveMpN7eZzeamZQl
Tropical,Ya No Queda Nada,"Lo que antes fue, ahora se ha desvanecido por completo.","Jhonsy de los Angeles, Angeles Bendecidos, Jimmy Saa, Junior Jein",https://open.spotify.com/track/33Mq9K8xBn53emPWWHR5Nz
Tropical,Ya No Queda Nada - Salsa Version,Lo que solía estar presente se ha esfumado por completo.,Tito Nieves,https://open.spotify.com/track/0rWfWAImGqoxFCjmunuwfR
Tropical,Ya No Regreso Contigo,"Una decisión definitiva, el camino va en otra dirección.",Roberto Blades,https://open.spotify.com/track/2FXK84CAkSrAQcpqz5N9rX
